0.852270064	1	0.855145155	0.865708499	0.977033213	0.885452384	0.936873978	0.975291051
0.983990601	0.878813402	0.608549882	0.948735846	0.965596906	0.68137247	0.947992949	0.856440573
0.861516894	0.942192701	0.719946751	0.839974956	0.936370451	0.759605969	0.887900666	0.880371123
0.889980072	0.954404215	0.837923064	0.909106733	0.966018698	0.875082561	0.953009285	0.96649183
0.893364827	0.76058976	0.530072232	0.815689976	0.796263685	0.559576825	0.726981241	0.635648176
0.548211703	0.68286436	0.656441611	0.463287976	0.56060755	0.582281718	0.436064099	0.502494435
0.576030864	0.76297789	0.817119709	0.556145757	0.687545227	0.773675068	0.615647274	0.730065129
0.449029638	0.621057281	0.908530866	0.488552668	0.593184477	0.868568288	0.577305524	0.754366751
0.764772487	0.796490776	0.68411442	0.707618145	0.762103076	0.663967777	0.692510983	0.690165363
0.651381389	0.806839057	0.917339917	0.697974011	0.808112745	0.916389481	0.807678324	0.92784759
0.731180313	0.800275418	0.860909214	0.736163257	0.785363117	0.8438993	0.75633994	0.82207664
0.878677668	0.591244816	0.444709347	0.828082188	0.703092546	0.478867756	0.707152678	0.575634743
0.604121954	0.750640298	0.891999713	0.623606284	0.722821816	0.866157666	0.701513733	0.827125907
0.707284017	0.73011815	0.79355097	0.694176099	0.711844509	0.762883278	0.685387546	0.724386615
0.894566854	0.786233137	0.700179289	0.869073035	0.825125545	0.709274524	0.813496929	0.763260767
0.415210541	0.523525436	0.867219732	0.485759585	0.532094381	0.8390555	0.560858138	0.723126625
0.296360045	0.280944719	0.629295013	0.244869157	0.209303594	0.512176752	0.175508109	0.29122945
0.566612783	0.610150262	0.79104627	0.570292569	0.593280284	0.749054465	0.588201581	0.673523185
0.767830021	0.620044544	0.562179921	0.72088653	0.6641469	0.555385904	0.660828148	0.603124008
0.654218801	0.672630594	0.759013936	0.649376237	0.6720435	0.733022573	0.668172903	0.715128838
0.85142363	1.003079083	0.889412024	0.85978401	0.980501502	0.884551432	0.935604251	0.973290469
0.959859653	0.893667088	0.597480133	0.92793174	0.959956198	0.694887255	0.934842519	0.860211365
8.97E-01	9.64E-01	7.06E-01	8.68E-01	9.60E-01	7.48E-01	9.08E-01	8.86E-01
0.903221633	0.977915901	0.838445302	0.915699345	0.977392195	0.863071847	0.956874637	0.962046852
0.881386359	0.767471867	0.532736589	0.799997359	0.789292314	0.560940836	0.720992037	0.631547629
0.558403942	0.628212926	0.636116777	0.473937712	0.549393531	0.573554024	0.438874549	0.486380779
0.589979538	0.743925087	0.785460274	0.566529167	0.684227521	0.752047718	0.61819809	0.71866126
0.449029634	0.614924027	0.936724551	0.491809236	0.596560227	0.879902741	0.582938019	0.769626301
0.773328317	0.820304568	0.669616825	0.7092201	0.774619715	0.663001196	0.699194756	0.696289668
0.692217143	0.880948356	0.926695891	0.730049572	0.861381107	0.9313413	0.844941615	0.958075967
0.752973459	0.825206901	0.831157926	0.750361259	0.801379069	0.83019149	0.758444088	0.817953708
0.870586596	0.584175263	0.45295113	0.819151683	0.701174791	0.493509193	0.70866998	0.583613164
0.598192767	0.741261566	0.88583899	0.617062182	0.714720957	0.859577828	0.696966785	0.821017214
0.690622526	0.741057324	0.819315968	0.676350305	0.713846485	0.782949712	0.678785184	0.734937904
0.900888906	0.81331846	0.687813523	0.869301893	0.833230691	0.708669408	0.815403529	0.768696951
0.422091225	0.492325222	0.876185826	0.479256059	0.50719364	0.825560307	0.548345499	0.708102004
0.271271447	0.280728108	0.644057274	0.224195636	0.205215558	0.533706677	0.168317455	0.300590793
0.585986435	0.620349858	0.77223004	0.58445363	0.605609354	0.742012231	0.596424019	0.675064623
0.748439825	0.581820644	0.548925308	0.710429083	0.633470392	0.540850216	0.643186799	0.584010953
0.627809337	0.683508163	0.772770513	0.642967702	0.682582197	0.774653539	0.686731467	0.757841423
0.83707423	0.973159606	0.878056222	0.849670191	0.964575125	0.884067853	0.92146692	0.967496251
0.990764372	0.927674607	0.608003621	0.957494546	0.994201163	0.701430381	0.962684121	0.879961655
0.874353999	0.925111576	0.704226364	0.853337539	0.938920854	0.751693978	0.8958601	0.879198638
0.885577817	0.930607038	0.863095623	0.907072038	0.961061146	0.878947611	0.948143048	0.967681616
0.878125173	0.770367638	0.543859778	0.795877511	0.786151686	0.559881463	0.714676358	0.626686743
0.563778594	0.652011118	0.63996023	0.486744357	0.566468063	0.586856887	0.459746872	0.511702665
0.582321826	0.74377187	0.800301308	0.562534316	0.682505314	0.762993202	0.616927171	0.725520367
0.424854873	0.613712022	0.925218622	0.467748386	0.581592526	0.883040131	0.561891493	0.76126573
0.764526447	0.807628415	0.684720958	0.708198263	0.768144459	0.66984912	0.697635605	0.700545114
0.666938207	0.823765137	0.9087203	0.710062034	0.822100433	0.913131675	0.818149078	0.932487166
0.737269835	0.802686121	0.858796514	0.740506349	0.786443524	0.839011852	0.756245448	0.822097066
0.909210208	0.633470637	0.451924675	0.848256537	0.74140914	0.491245112	0.737885086	0.597124317
0.571665435	0.734939595	0.909261376	0.596609445	0.705020557	0.88359978	0.682529123	0.830057538
0.705092765	0.733798987	0.803721331	0.699235649	0.716421762	0.768814509	0.695101135	0.737677188
0.891795621	0.795034558	0.728099696	0.863782611	0.82811395	0.715075696	0.812251287	0.767666407
0.430436658	0.526588335	0.879160166	0.482114058	0.531645371	0.848212013	0.558081253	0.729263619
0.290833923	0.287576832	0.6474623	0.241567545	0.215614415	0.526882821	0.180683591	0.303458857
0.58422339	0.61671433	0.773989125	0.583278071	0.602096627	0.738484854	0.594429293	0.672814544
0.744712326	0.578598777	0.545788321	0.704281015	0.628173973	0.537430585	0.637653478	0.576071374
0.659551226	0.666518257	0.749874388	0.659650087	0.676516664	0.733187939	0.67891458	0.723021579
0.852125934	1	0.875655223	0.865934329	0.977298604	0.892444916	0.936628601	0.977871978
0.999841647	0.898864854	0.609208805	0.961185734	0.975699941	0.69760664	0.941073028	0.869826203
8.65E-01	9.24E-01	7.08E-01	8.47E-01	9.36E-01	7.48E-01	8.92E-01	8.72E-01
0.904887909	0.949737071	0.858255434	0.926772526	0.973689874	0.885923487	0.953942121	0.987725662
0.885002441	0.7960226	0.549520661	0.798323495	0.798241268	0.570367812	0.726921046	0.638588623
