0	0.408975407	0.152226072	0.181818182	0.377568048	0.568357367	0.672678434	0.398026214	5.008402939	12.89775876	13.09933809	10.20700614	11.24035703
0.005757733	0.124016212	0.043728222	0.333333333	0.863662123	0.696135364	0.489194411	0.629756714	-1.203907917	10.30483134	12.92426898	7.161768292	11.3629177
0.016772554	0.556221986	0.791192763	0.454545455	0.791289958	0.229440603	0.628005985	0.427588218	8.144396342	14.38872904	13.3222238	11.68120722	11.16802125
0.032750741	0.218714135	0.435737174	0.121212121	0.702453281	0.219833721	0.304084516	0.503311135	-1.51248525	11.39998857	13.85059239	7.113050757	11.08674125
0.038681048	0.161137422	0.707220058	0.484848485	0.422415962	0.517260648	0.607872225	0.487232816	2.875925957	12.57384356	14.68907924	9.737043238	13.04563816
0.048488006	0.475514002	0.782568255	0.727272727	0.02691716	0.512211549	0.349877744	0.346731079	8.204034019	14.62170621	14.44130269	12.72968767	13.19174298
0.063785499	0.418799753	0.008072098	0.121212121	0.272212372	0.288051171	0.419607988	0.259904445	3.136096325	12.16246441	12.3899184	8.899847507	10.07953548
0.075539563	0.178636355	0.099137485	0.96969697	0.781992756	0.392937256	0.902771242	0.559643983	4.820211391	11.72474733	13.18884171	9.862807759	12.25642174
0.085512594	0.943379756	0.305987745	0.333333333	0.181584062	0.451136647	0.613929782	0.178193691	11.81295854	13.32378044	9.716523057	11.85102427	7.921722007
0.091653039	0.83250085	1	0.242424242	0.420314276	0.755030231	0.366060429	0.637763768	10.95392418	14.42108441	10.93449365	12.65176344	9.229502678
0.098290744	0.898448784	0.778270744	0.96969697	0.22477293	0.28305652	0.531281232	0.404840474	13.00158006	14.53432246	11.99787959	13.56492018	10.89984751
0.108988261	0.3294178	0.257369659	0.818181818	0.414292548	0.179732108	0.537483383	0.461423327	6.000202256	12.97982604	13.76150885	10.85748701	12.46265525
0.122950265	0.384922437	0.104479076	0.393939394	0.603849047	0.348928026	0.25391901	0.555583698	3.274407892	12.35988619	13.0008018	9.485700285	11.14777502
0.132044682	0.858129486	0.433476713	0.939393939	0.66965438	0.387006053	0.774905667	0.444176106	12.38485683	13.77863641	11.41116092	12.75828906	10.2110492
0.138370166	0.987841668	0.604435906	0.424242424	0.456464119	0.332497226	0.84534699	0.281199282	12.57148685	13.34294454	9.668129871	11.68460351	7.679457438
0.156140113	0.668111902	0.518271438	0.575757576	0.221881317	0.19684036	0.521231187	0.81990107	10.52758403	14.32719915	12.89231383	12.6500272	11.42746931
0.159959437	0.642491574	0.533622542	0.181818182	0.492625473	0.790153761	0.285966646	0.590045372	7.176178735	13.89315285	12.14249235	11.28387172	10.0370474
0.168180107	0.962651049	0.551645346	0.393939394	0.754200596	0.397522237	0.570301054	0.570280924	12.11110492	13.02989365	8.946830001	11.37558094	6.887774675
