0	1	0.481673248	0.049451147	0.283333333	0.400103175	0.525833665	0.753059669	0.493723812	0.770677202	0.336786375	0.254268055	0.963026132	0.745899677	0.434695558	0.899815141	0.874234343	0.529544466	0.848778538	0.705212845
0.002905824	0.50318706	0.492851878	0.783943889	0.7	0.279905392	0.456683753	0.516729527	0.275765357	0.680818163	0.362999402	0.477286301	0.81365305	0.990604032	0.820114044	0.817654732	0.952778597	0.849707744	0.900521242	0.945545048
0.009684348	0.024598491	0.353654673	0.982443989	0.833333333	0.366189736	0.595689133	0.799520863	0.442866324	0.318062781	0.485220524	0.228187327	0.397680578	0.633792384	0.976345327	0.479384521	0.628546328	0.944170606	0.615747809	0.837528323
0.012414526	0.753412812	0.701574934	0.817972532	0.183333333	0.512387425	0.221311324	0.435077345	0.913399628	0.364989409	0.455963097	0.584030536	0.927918891	0.928823193	0.668402908	0.881309309	0.93844201	0.711468405	0.869097713	0.817059903
0.018388426	0.330618256	0.312208352	0.705212256	0.183333333	0.452439893	0.314502852	0.330690812	0.405745448	0.57530297	0.711455934	0.819203844	0.711705116	0.903322805	0.902007336	0.734412592	0.86544259	0.899324628	0.815100112	0.913897933
0.024678773	0.928991978	0.014342986	0.58620404	0.216666667	0.674440014	0.493205495	0.394417764	0.648435169	0.601164067	1	0.466592212	0.958874558	0.841034873	0.618297303	0.914827924	0.899536811	0.672636489	0.857296564	0.771716256
0.027879281	0.845066777	0.562221135	0.055968314	0.6	0.288141859	0.463410859	0.656308876	0.290433306	0.522729	0.462126802	0.151462339	0.927542743	0.85221911	0.568518854	0.871316852	0.899458375	0.632327254	0.840038738	0.755181066
0.033383217	0.464271708	0.791538985	0.74523978	0.066666667	0.638687559	0.567137666	0.437620612	0.424103339	0.302806373	0.406634357	0.289138655	0.631773088	0.868874618	0.747690276	0.574461223	0.740653268	0.710151334	0.596897346	0.675075348
0.038190207	0.398765334	0.28792451	0.23956085	0.666666667	0.759279936	0.138831212	0.551271259	0.460007935	0.543910438	0.327183054	0.569141174	0.734897269	0.938830422	0.876634724	0.751191109	0.900508362	0.886425585	0.849810644	0.939525784
0.044804863	0.518405224	0.996809527	0.287683314	0.116666667	0.766888479	0.242432724	0.611446472	0.236485483	0.539432074	0.529781114	0.4345954	0.744580692	0.923456298	0.759418029	0.697252454	0.839110871	0.750303373	0.722026968	0.770565939
0.049871719	0.039392657	0.366602673	0.710983143	0.983333333	0.566875893	0.178471203	0.553747187	0.376445622	0.550100601	0.492152912	0.664542626	0.57303739	0.766834218	1	0.656403322	0.792720974	1	0.806514489	0.983570357
0.055216146	0.788674178	0.725056371	0.022772882	0.55	0.364228348	0.145001519	0.819574256	0.53940511	0.588028372	0.340761335	0.684992942	0.943937395	0.95338023	0.718826178	0.934068599	0.994382801	0.782976936	0.969767511	0.933526105
0.057126558	0.771733494	0.687532497	0.029846746	0.516666667	0.63349677	0.475324844	0.531718068	0.311849591	0.503485835	0.283544321	0.98667913	0.945315901	0.955750387	0.724486846	0.939927675	1	0.791094536	0.979646902	0.94491453
0.063092453	0.861957124	0.522363251	0.947540868	0.516666667	0.577384273	0.61425235	0.827339839	0.644948595	0.230689527	0.4324871	0.571971234	0.961657032	0.902571429	0.654994756	0.922589838	0.944442132	0.712671134	0.900044823	0.832835155
0.069567726	0.704763321	0.310314701	0.899839916	0.45	0.164284376	0.111088193	0.766278013	0.51423333	0.518862778	0.201057289	0.473485407	0.892083266	0.941443882	0.682933178	0.861007525	0.949217829	0.732038643	0.894635334	0.865196072
0.072290977	0.821118382	0.598307919	0.289997202	0.2	0.433045818	0.225681273	0.637702517	0.574927457	0.400274177	0.575217682	0.496756205	0.935485793	0.855024423	0.611046852	0.882445722	0.893510356	0.657754169	0.836613498	0.757815845
0.079611866	0.924411099	0.675154042	0.20514299	0.033333333	0.54898912	0.443612431	0.850853312	0.436363703	0.749496693	0.572209552	0.321081043	0.928769391	0.758096575	0.467974264	0.84866769	0.832978704	0.529770293	0.774052846	0.652830639
0.082635617	0.396703276	0.909488293	0.365725725	0.766666667	0.44233499	0.445977467	0.932622069	0.789921042	0.150506679	0.500320949	0.924152058	0.828810302	0.982292062	0.919080193	0.861401973	0.965434813	0.938253044	0.938740651	1
0.08853605	0.248693005	0.425389707	0.754469267	0.25	0.647480341	0.604236632	0.296704479	0.729358452	0.455620712	0.546050001	0.405573025	0.560214029	0.794304456	0.883547572	0.568162883	0.722500954	0.845447973	0.644463531	0.786736894
0.095222416	0.098621719	0.711556358	0.386865722	0.816666667	0.28365122	0.700577865	0.633530423	0.339021485	0.5520149	0.597645052	0.677889486	0.599977767	0.789075514	0.979242919	0.677790742	0.80375625	0.975975339	0.809898091	0.963508094
0.098086102	0.658567029	0.256171669	0.895314447	0.6	0.353713154	0.387873837	0.411776298	0.329827907	0.111882924	0.182629149	0.832983149	0.889460682	0.975025907	0.765941613	0.879581255	0.969379626	0.807516481	0.921126805	0.917514397
0.104414184	0.320916826	0.228304357	0.390636909	0.533333333	0.251812621	0.342929008	0.277613571	0.306152663	0.418480343	0.427556595	0.494386312	0.66825457	0.872560052	0.880128449	0.686945011	0.828732194	0.872549194	0.773155881	0.881629071
0.111866109	0.848842248	0.950955441	0.756708282	0.566666667	0.227557052	0.402701073	0.927284801	0.743571429	0.546274792	0.260322379	0.417857967	0.963314844	0.90997169	0.62767157	0.925347693	0.966240756	0.698970529	0.930890468	0.857976908
0.116697606	0.002742013	0.933351259	0.500347446	0.966666667	0.422147353	0.527883854	0.578425382	0.563177862	0.38924495	0.701135604	0.125929497	0.434333024	0.648452473	0.969130589	0.50053535	0.632957743	0.932657398	0.612043977	0.815888257
0.12015676	0.281146195	0.131399904	0.074075874	0.1	0.420863467	0.387209666	0.580422701	0.412107757	0.54819045	0.451111708	0.775492912	0.599204043	0.811114458	0.890518614	0.628165949	0.77592985	0.877104611	0.727364689	0.864947849
0.124768667	0.427935637	0.620265517	0.232380996	0.866666667	0.660529546	0.430403782	0.883469324	0.468020183	0.498489997	0.36668679	0.454813008	0.745612926	0.922816275	0.870252217	0.755659983	0.884738174	0.873555092	0.83645274	0.91634302
0.128230912	0.880566574	0.62772424	0.396249882	0.75	0.589979316	0.319543723	0.665274668	0.587487795	0.870293463	0.565723297	0.050643821	0.948821425	0.796579722	0.528038336	0.886568893	0.873160328	0.587054971	0.834804076	0.722818828
0.134962604	0.454064951	0.928497525	0.798461328	0.066666667	0.564379003	0.278409646	0.647237267	0.554739883	0.281983813	0.568697835	1	0.790164612	0.934127114	0.846961864	0.777437526	0.881934896	0.841643017	0.811266509	0.86299336
0.140391222	0.297504262	0.778832548	0.973065087	0.283333333	0.613935225	0.357868501	0.514429615	0.284284374	0.589934619	0.640559487	0.185734114	0.513978757	0.749441044	0.860041092	0.495524452	0.64440203	0.797209981	0.547579724	0.698598861
0.144272606	0.933858846	0.168882519	0.008731596	0.55	0.66619609	0.483565792	0.779141095	0.491759424	0.295981435	0.608520826	0	0.900891613	0.696781155	0.444640879	0.801861007	0.749332524	0.480095401	0.672470133	0.546912368
0.14968236	0.14260761	0.043044504	0.886397357	0.416666667	0.307556326	0.468682665	0.568443914	0.614534145	0.695093489	0.598887832	0.310796465	0.47896269	0.698728064	0.921235495	0.525035869	0.66692335	0.887879986	0.635131901	0.812280562
